node,degree,closeness,betweenness,eigenvector,pagerank
1496,0.0010576414595452142,0.2570483579682321,0.0,0.004217886996088268,0.0010576414595452142
637,0.0037017451084082496,0.2769011717449136,3.9996315855654065e-05,0.011534418807772133,0.0037017451084082496
964,0.0026441036488630354,0.2768466260595507,0.0001829547571533918,0.010560255380750713,0.0026441036488630354
594,0.0026441036488630354,0.26467267367067965,6.434724906038028e-05,0.005889698034884511,0.0026441036488630354
2249,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
554,0.0018508725542041248,0.26846454578630546,6.456566217513557e-05,0.006987033016903297,0.0018508725542041248
20,0.02908514013749339,0.319920759661122,0.006588819128994282,0.06580553700621333,0.02908514013749339
2227,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
1315,0.0010576414595452142,0.25393656106085627,3.0207023557679733e-05,0.0036862535261536745,0.0010576414595452142
519,0.007667900581702802,0.2853917955510831,0.0004564217362675839,0.018807521769207903,0.007667900581702802
1316,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
2149,0.0013220518244315177,0.25439621634379744,6.5159559357251075e-06,0.003856289741034466,0.0013220518244315177
1724,0.0010576414595452142,0.2623995327093557,1.820354382778562e-05,0.005696790641339244,0.0010576414595452142
18,0.041248016922263354,0.31269593885667124,0.015108734235149282,0.034696986442530386,0.041248016922263354
57,0.0298783712321523,0.29991717823117986,0.008671809108077671,0.02128134255644729,0.0298783712321523
118,0.01956636700158646,0.29857911561319506,0.0009787763409994778,0.048576120537879096,0.01956636700158646
3254,0.005552617662612374,0.2808015778604014,0.0003238017771274001,0.018410599873809008,0.005552617662612374
1177,0.0013220518244315177,0.25391362189544875,2.3697872751328266e-05,0.0036803499091636552,0.0013220518244315177
112,0.011898466419883659,0.29377338988112645,0.0009004013090461781,0.030162322958420678,0.011898466419883659
11,0.10735060814383923,0.36604034306323974,0.044270386615583836,0.19674272634062173,0.10735060814383923
586,0.003966155473294554,0.2760581216246924,0.0002761199261711124,0.011515905325565788,0.003966155473294554
35,0.028820729772607086,0.3183987080179676,0.005780675280629529,0.05077925799295073,0.028820729772607086
15,0.08461131676361713,0.32748733477602443,0.039023282975128505,0.09302922378527106,0.08461131676361713
1445,0.0010576414595452142,0.26897835352943716,0.0,0.006266222158454963,0.0010576414595452142
152,0.015335801163405605,0.2934973159008685,0.0024296399939496053,0.021853386516301566,0.015335801163405605
2,0.10576414595452141,0.36757209289690307,0.06130561958673036,0.16870616750507889,0.10576414595452141
113,0.020624008461131677,0.3245754958871383,0.009450137961235453,0.05822987447159514,0.020624008461131677
44,0.02617662612374405,0.31381308411104364,0.004909912494461488,0.04450690572389942,0.02617662612374405
2401,0.0010576414595452142,0.26519707466578146,1.2184894034995552e-05,0.006089530374104402,0.0010576414595452142
10,0.09016393442622951,0.3536517104155282,0.0444765476891094,0.13706985301066238,0.09016393442622951
2378,0.0010576414595452142,0.2626447200880787,2.7832190731232487e-06,0.005496025682357323,0.0010576414595452142
126,0.016129032258064516,0.2753010572362995,0.0014687799633974882,0.017675628648415705,0.016129032258064516
3245,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
783,0.0018508725542041248,0.2745213198928233,0.00042650474046100866,0.007273018795108971,0.0018508725542041248
493,0.004759386567953464,0.2784924001171721,0.0002058782182897183,0.01359790077679873,0.004759386567953464
1358,0.0013220518244315177,0.2739327350533689,7.241957814691527e-05,0.00802624252259922,0.0013220518244315177
1180,0.002908514013749339,0.27540895496596296,9.270035416524851e-05,0.011128193575475866,0.002908514013749339
529,0.006345848757271285,0.26321039370564825,0.0010075157972127405,0.005097060382414521,0.006345848757271285
333,0.006874669487043892,0.2901645292022936,0.0004198252309203607,0.026258474507202662,0.006874669487043892
1538,0.0015864621893178213,0.2708966648402677,4.64098843971407e-05,0.00789207927356278,0.0015864621893178213
2282,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
1519,0.0015864621893178213,0.26103489918114947,8.735391227806152e-06,0.0049947038356665235,0.0015864621893178213
2966,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
474,0.006081438392384982,0.2671377869590019,0.000954687479972369,0.006408322893149209,0.006081438392384982
330,0.009518773135906928,0.2891496548073879,0.0017203161118218952,0.023603943206057278,0.009518773135906928
958,0.00449497620306716,0.2767103558163633,0.0004474056322975154,0.010627008256825577,0.00449497620306716
17,0.05790586991010047,0.3255529064608082,0.029713144612449664,0.10250390623989036,0.05790586991010047
1295,0.0021152829190904283,0.27681936127463247,1.8391532552582454e-05,0.009197595313877895,0.0021152829190904283
38,0.03675304071919619,0.3082043634191467,0.008031692547344576,0.04125572827038624,0.03675304071919619
1952,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
223,0.009518773135906928,0.2925199078345945,0.0006462427237648964,0.01833837742048058,0.009518773135906928
625,0.0037017451084082496,0.26489716279168957,0.0009400094380202089,0.006548100985475607,0.0037017451084082496
1392,0.0010576414595452142,0.26504703388803563,3.3650700836429943e-06,0.006386273689646909,0.0010576414595452142
3355,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
1881,0.0010576414595452142,0.2538906868740509,0.0,0.003744081711447259,0.0010576414595452142
58,0.05552617662612375,0.2989284052305241,0.00715854599730893,0.05760062233849792,0.05552617662612375
96,0.023796932839767318,0.2995975052635491,0.006222091215833737,0.03875825279677593,0.023796932839767318
1580,0.0021152829190904283,0.26464775391983975,7.056040214241496e-06,0.007353713047744212,0.0021152829190904283
196,0.011898466419883659,0.29522358936903875,0.0009769844097362354,0.031055065992882023,0.011898466419883659
146,0.01850872554204125,0.3104167635983013,0.0035241816963703138,0.04070564798622748,0.01850872554204125
416,0.006610259122157588,0.27993464738398743,0.0003458040912417141,0.01459462075399065,0.006610259122157588
1198,0.0021152829190904283,0.2673919134686661,0.00012662189261849948,0.008014165386630048,0.0021152829190904283
3319,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
1867,0.0015864621893178213,0.2593968064214302,2.6682754158748393e-05,0.005198333967651217,0.0015864621893178213
896,0.003437334743521946,0.2686698331468761,7.077220695322063e-05,0.00803969628182186,0.003437334743521946
617,0.005023796932839768,0.27935040691538643,0.0002567088138934809,0.012678365759835199,0.005023796932839768
3300,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
1877,0.0010576414595452142,0.25511197988587925,5.349884346871327e-06,0.003916486606585436,0.0010576414595452142
462,0.007139079851930196,0.2766831178642207,0.0021393239323451484,0.011782256365752773,0.007139079851930196
3279,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
454,0.007139079851930196,0.2907347739328318,0.00044785512982510866,0.018413932740859763,0.007139079851930196
1860,0.0015864621893178213,0.2585854456653742,0.0004370277224446904,0.0046981123230753225,0.0015864621893178213
121,0.017451084082496033,0.2848134354425593,0.003540098312310445,0.015180522384102035,0.017451084082496033
151,0.010576414595452142,0.264100704160727,0.0029618966293788345,0.0065127659410730504,0.010576414595452142
1570,0.0021152829190904283,0.2667068786775422,0.00018636815080870923,0.0069593203554304565,0.0021152829190904283
1573,0.0015864621893178213,0.2722347500612705,0.00015661443527940666,0.007854977018421009,0.0015864621893178213
1063,0.0031729243786356425,0.2756790696726773,0.00014922676605226836,0.010611348964180619,0.0031729243786356425
1353,0.0021152829190904283,0.2609137468098596,0.0001953761123117903,0.005546329023021672,0.0021152829190904283
459,0.005817028027498678,0.27996252932097787,0.0001802769274500172,0.011709511239484683,0.005817028027498678
2334,0.0010576414595452142,0.27260438312313234,7.241957814691527e-05,0.00795283608674251,0.0010576414595452142
1267,0.0021152829190904283,0.26004475847743713,0.00010010607901298179,0.00463469938661987,0.0021152829190904283
1060,0.0031729243786356425,0.27508551520675456,0.00020738806800617968,0.010083433500437151,0.0031729243786356425
1061,0.0021152829190904283,0.2757602074347707,9.254330366525264e-05,0.010849884192728497,0.0021152829190904283
7431,0.0018508725542041248,0.2740395626774513,8.613980052895734e-05,0.009573868170836379,0.0018508725542041248
1355,0.0013220518244315177,0.25393656106085627,7.54646827633505e-05,0.0037255295420177414,0.0013220518244315177
71,0.011369645690111053,0.2833491728208284,0.001896863047367514,0.013134535030538932,0.011369645690111053
3070,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
2113,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
3001,0.0007932310946589106,0.19748639038731242,0.0,0.00016468368688645136,0.0007932310946589106
396,0.007139079851930196,0.30269478724775123,0.00032748882366983337,0.03252303107543083,0.007139079851930196
2260,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
142,0.024061343204653623,0.31678392813959405,0.003423892809313473,0.06532384943492607,0.024061343204653623
2238,0.0010576414595452142,0.2546497367623317,1.0272307975522105e-05,0.003788646217767105,0.0010576414595452142
123,0.018244315177154944,0.31096623458154865,0.0016166210288433137,0.06106311114438074,0.018244315177154944
2942,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
1509,0.0021152829190904283,0.258134245053046,2.6886507588982317e-05,0.0045897343801868705,0.0021152829190904283
7410,0.003437334743521946,0.2540742831404337,0.001126390990228838,0.0061692092199008425,0.003437334743521946
1760,0.006874669487043892,0.2827506080256129,0.00015450060923795995,0.016837432838168714,0.006874669487043892
2876,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
259,0.012956107879428873,0.29934225712274953,0.0007856231123630663,0.032598805998961845,0.012956107879428873
1493,0.0013220518244315177,0.2761394826979682,0.0,0.009407774612828887,0.0013220518244315177
2845,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
370,0.00819672131147541,0.2928856720206958,0.00048752122789169703,0.02547006563692352,0.00819672131147541
2844,0.0010576414595452142,0.25382190666268895,3.405193381180133e-05,0.0036464890679460665,0.0010576414595452142
2167,0.0010576414595452142,0.27497787070853236,0.0,0.008408902518400145,0.0010576414595452142
156,0.023003701745108407,0.3203948243910427,0.002585882358037823,0.0575239512657544,0.023003701745108407
2808,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
255,0.018244315177154944,0.3095620918923588,0.003117180365659747,0.04347625342384296,0.018244315177154944
736,0.0015864621893178213,0.259732377969194,0.0,0.004723742022703056,0.0015864621893178213
7603,0.042041248016922265,0.3278693333002004,0.007660668911160729,0.07494974171984976,0.042041248016922265
346,0.00819672131147541,0.2870530835766562,0.0004716163759869092,0.019817927957820468,0.00819672131147541
9,0.07297726070861978,0.3406233391156832,0.029303242437988493,0.12830985149212373,0.07297726070861978
75,0.02829190904283448,0.33534046699864206,0.009643990317337765,0.07138566959318066,0.02829190904283448
175,0.014278159703860392,0.2992147960807556,0.0010597428144084925,0.02610693393439005,0.014278159703860392
2754,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
22,0.0663670015864622,0.3313478479762605,0.01747411578962354,0.10812177011669184,0.0663670015864622
155,0.02009518773135907,0.30499390130019727,0.002381722937298831,0.03950385615950322,0.02009518773135907
1261,0.0021152829190904283,0.254442273412023,0.0005693698982281027,0.0037984984919662377,0.0021152829190904283
2552,0.0007932310946589106,0.22258661659665963,0.0,0.0005153194471332684,0.0007932310946589106
2586,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
710,0.003437334743521946,0.2931300234000019,0.0003209551943465677,0.01585119463875199,0.003437334743521946
578,0.004230565838180857,0.27058373068758357,0.0003253992709304729,0.006955237248958328,0.004230565838180857
472,0.005023796932839768,0.26479734285281376,0.0005947029410413581,0.0058013516986556365,0.005023796932839768
2472,0.0007932310946589106,0.20466170047929355,0.0021908831906017265,0.000185892895188884,0.0007932310946589106
1606,0.0013220518244315177,0.2553437313210954,5.340255459508638e-05,0.0037890081632562245,0.0013220518244315177
4,0.10999471179270227,0.3468868066620533,0.056235851677857544,0.10820349007263737,0.10999471179270227
563,0.005552617662612374,0.27996252932097787,0.0002250414089413593,0.009669619455560559,0.005552617662612374
744,0.0031729243786356425,0.26902984249450784,8.980657328922208e-05,0.0077361700877026755,0.0031729243786356425
3422,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
250,0.007932310946589107,0.30305377837009356,0.0006159980976962524,0.029114465608286427,0.007932310946589107
249,0.01639344262295082,0.3006871838235578,0.0014209585425716408,0.03419784330820351,0.01639344262295082
2427,0.0010576414595452142,0.2538677559955399,1.6806130127252152e-05,0.0037185627148008673,0.0010576414595452142
3414,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
1590,0.004230565838180857,0.26542245461592234,0.00025790663237892995,0.007292744002947084,0.004230565838180857
2305,0.0010576414595452142,0.2652971962607473,7.80798475021503e-06,0.005606191084275848,0.0010576414595452142
1900,0.0015864621893178213,0.2609864247337621,1.1186873731307585e-05,0.005669866228070398,0.0015864621893178213
3392,0.0010576414595452142,0.22204153522257825,0.0,0.0013941100194151575,0.0010576414595452142
1065,0.003966155473294554,0.2672393795762139,4.3674341934483477e-05,0.012975255749075357,0.003966155473294554
1147,0.003966155473294554,0.28277905376082674,0.00034388047367590034,0.014825040679104574,0.003966155473294554
1072,0.0018508725542041248,0.2686698331468761,0.0002162296890976068,0.006423053439723042,0.0018508725542041248
3375,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
1024,0.0021152829190904283,0.27337325368436277,0.00014200170352125172,0.009803281434696989,0.0021152829190904283
709,0.0015864621893178213,0.2565322437147593,0.0004047967685111883,0.004099428376478734,0.0015864621893178213
1382,0.0015864621893178213,0.2590143562829541,2.4873029976876667e-05,0.005121716452761062,0.0015864621893178213
3332,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
1885,0.0015864621893178213,0.25913375074975736,0.0,0.004849033419927292,0.0015864621893178213
3330,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
1197,0.0021152829190904283,0.266985542779504,8.52720929306606e-06,0.007365756189302699,0.0021152829190904283
3316,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
1886,0.0015864621893178213,0.2552278029948804,2.5349790693193395e-06,0.0040547547770708025,0.0015864621893178213
154,0.025118984664198835,0.3250258781663527,0.014029196877781428,0.06835913944525793,0.025118984664198835
1522,0.002379693283976732,0.2708183634630136,4.90633479455632e-05,0.008633930659502574,0.002379693283976732
2391,0.0013220518244315177,0.2538906868740509,0.0001290987429957967,0.003655166231869276,0.0013220518244315177
3298,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
432,0.007667900581702802,0.2622037121625576,0.0003430423578803732,0.006628591086227942,0.007667900581702802
3292,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
3290,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
7597,0.00449497620306716,0.26913287958470106,1.9900791223327514e-05,0.016052923189811285,0.00449497620306716
3274,0.0007932310946589106,0.2200425704072818,0.0,0.0007113608254194298,0.0007932310946589106
1875,0.0015864621893178213,0.2632843569110732,2.989101068990613e-06,0.005590504738530696,0.0015864621893178213
291,0.006874669487043892,0.28521804103324383,0.0002350572983657082,0.02599716929241907,0.006874669487043892
158,0.012162876784769964,0.289060447797472,0.0005401934200814373,0.03430838576633406,0.012162876784769964
1579,0.0018508725542041248,0.27131503806782026,2.2469242166674725e-05,0.009465685716136662,0.0018508725542041248
1846,0.0015864621893178213,0.2652971962607473,1.5439983951233305e-05,0.006570682763636538,0.0015864621893178213
1066,0.0026441036488630354,0.25529734735536946,0.0003284775913598107,0.004029211554556847,0.0026441036488630354
290,0.012162876784769964,0.2969389176402512,0.00091886516440349,0.03405587987780429,0.012162876784769964
3233,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
891,0.002379693283976732,0.2741464736547955,0.00010299844053158348,0.010677661177011664,0.002379693283976732
247,0.009254362771020624,0.286526380671011,0.005666236196728396,0.023557484279420515,0.009254362771020624
1856,0.002379693283976732,0.2729220113003804,5.235269074352516e-05,0.010088937691515167,0.002379693283976732
3211,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
115,0.023268112109994712,0.30188205288181913,0.0026693871142415278,0.044825022193021445,0.023268112109994712
1365,0.0015864621893178213,0.254857538705469,0.0005846488669543882,0.0038519945391828794,0.0015864621893178213
483,0.004230565838180857,0.28690658307467776,0.00040736348959827533,0.017096579661864612,0.004230565838180857
3210,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
3189,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
3193,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
2352,0.0010576414595452142,0.2677995230928561,1.3475606668065375e-05,0.006679149176287705,0.0010576414595452142
1847,0.0015864621893178213,0.2645481218242464,1.6789917507501013e-05,0.006480652812829193,0.0015864621893178213
3173,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
1051,0.0031729243786356425,0.2774478130868244,8.324842806978017e-05,0.011426889067107399,0.0031729243786356425
1843,0.0015864621893178213,0.2767921018594405,7.601124783058414e-05,0.009780461903698311,0.0015864621893178213
2342,0.0010576414595452142,0.2593250110141727,1.2782701633734085e-06,0.004672352285659251,0.0010576414595452142
7341,0.005023796932839768,0.2877583737082942,0.006224238150865055,0.01981453376320377,0.005023796932839768
3139,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
1186,0.0031729243786356425,0.2659749994684536,1.5860643912429416e-05,0.0071146471157178875,0.0031729243786356425
3167,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
3149,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
1842,0.0010576414595452142,0.2595165538161405,0.0,0.005039025418405862,0.0010576414595452142
3156,0.0007932310946589106,0.25382190666268895,1.7229068684031517e-06,0.0036464890679460665,0.0007932310946589106
3141,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
817,0.0031729243786356425,0.26321039370564825,0.00028746944882368676,0.0056961887789685126,0.0031729243786356425
1840,0.0015864621893178213,0.26774850394195254,1.7601844244934666e-05,0.007357310933979954,0.0015864621893178213
1839,0.0010576414595452142,0.27260438312313234,7.241957814691527e-05,0.00795283608674251,0.0010576414595452142
2324,0.0010576414595452142,0.2592771694846064,5.410968599504687e-06,0.004314354068006597,0.0010576414595452142
3143,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
3142,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
174,0.016657852987837122,0.3110006411133678,0.0015914329680625373,0.05946010370717937,0.016657852987837122
2315,0.0010576414595452142,0.27260438312313234,7.241957814691527e-05,0.00795283608674251,0.0010576414595452142
1356,0.0013220518244315177,0.2741732144345121,0.00015440901789859164,0.00898780029252893,0.0013220518244315177
1835,0.0015864621893178213,0.28012993765025096,0.00012293992896214427,0.011869242367722148,0.0015864621893178213
296,0.010047593865679535,0.30081590265224933,0.0005167239110872432,0.03267828129056906,0.010047593865679535
3118,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
1542,0.0015864621893178213,0.26939081793967967,1.7677967048131338e-05,0.007806880793646477,0.0015864621893178213
3111,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
753,0.0021152829190904283,0.2735594933705711,8.642002720042536e-05,0.009387259965721886,0.0021152829190904283
3088,0.0007932310946589106,0.25382190666268895,0.0002354497025191084,0.0036464890679460665,0.0007932310946589106
395,0.00898995240613432,0.29516158714508217,0.000422287590368097,0.025999917164412616,0.00898995240613432
3068,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
3042,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
1442,0.0015864621893178213,0.26217925514248835,0.0,0.0050018949124765325,0.0015864621893178213
1339,0.0021152829190904283,0.27387935246834433,0.0015566638389457256,0.009187944212890051,0.0021152829190904283
596,0.005552617662612374,0.2877878360174688,0.0001382234145057407,0.021399407197713233,0.005552617662612374
2281,0.0010576414595452142,0.25467280913134166,0.0,0.004078567851337001,0.0010576414595452142
222,0.015335801163405605,0.2895965170392147,0.012159884100382642,0.02990824806666983,0.015335801163405605
194,0.00898995240613432,0.2757331562078299,0.0021387046901980167,0.009794143483880325,0.00898995240613432
3064,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
1812,0.0018508725542041248,0.24250054304051571,7.83121069699966e-05,0.002513729231563497,0.0018508725542041248
1796,0.0015864621893178213,0.2729750213054888,2.0535230799157325e-05,0.00825022312913293,0.0015864621893178213
701,0.006345848757271285,0.28708240163237847,0.000601275533879685,0.020850219013691638,0.006345848757271285
124,0.029349550502379692,0.31328843004710405,0.006174837227437007,0.0683573381569787,0.029349550502379692
3057,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
7427,0.0013220518244315177,0.2580868418311099,2.0451336747508616e-05,0.005006622567481826,0.0013220518244315177
2276,0.0010576414595452142,0.25894277239821445,0.0,0.004376609442557248,0.0010576414595452142
2271,0.0010576414595452142,0.2554597650079631,1.9855931680187083e-06,0.004224961042141908,0.0010576414595452142
1525,0.0021152829190904283,0.2730545749351678,8.615742470867953e-05,0.008679971104919058,0.0021152829190904283
2235,0.0010576414595452142,0.2553901321445228,1.5984604556128572e-05,0.003719055115466005,0.0010576414595452142
3027,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
2090,0.0018508725542041248,0.25391362189544875,0.0004791078405731075,0.0036604976264239964,0.0018508725542041248
1342,0.0026441036488630354,0.2815892400703885,2.3858103603323285e-05,0.01344747043030488,0.0026441036488630354
331,0.008725542041248016,0.288467138175556,0.0004053732396046672,0.02777824814753836,0.008725542041248016
3023,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
2261,0.0015864621893178213,0.2584190304663619,0.00013868324003562288,0.003932704312720731,0.0015864621893178213
68,0.02088841882601798,0.2909755480727348,0.008716226953719772,0.020233569696914994,0.02088841882601798
116,0.025118984664198835,0.30292313766382345,0.0024767724877838614,0.05907636112387593,0.025118984664198835
1043,0.00449497620306716,0.28340631119001997,0.00012245062821065902,0.019922219709048394,0.00449497620306716
3020,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
491,0.027234267583289264,0.3020767108417644,0.0045468529607081715,0.03525074994078291,0.027234267583289264
179,0.015335801163405605,0.2901046335413993,0.0012544139613064147,0.02600919641860187,0.015335801163405605
2252,0.0010576414595452142,0.26650457896867524,1.4930702067861588e-05,0.006160433347192911,0.0010576414595452142
214,0.011634056054997356,0.2911865528211559,0.001958459135607573,0.02880365813518268,0.011634056054997356
439,0.004759386567953464,0.27294851372913365,0.0001844923731486832,0.008107047143200707,0.004759386567953464
2147,0.0010576414595452142,0.26706164317174513,1.1032951634420534e-06,0.006731086428800198,0.0010576414595452142
1167,0.0026441036488630354,0.2736660300245953,1.0600271220954663e-05,0.009756769205191222,0.0026441036488630354
697,0.00449497620306716,0.28260846515007215,0.00033003715134241385,0.013796870392924092,0.00449497620306716
67,0.03252247488101533,0.32760184083713495,0.004655936212146028,0.07549553258307133,0.03252247488101533
1793,0.0013220518244315177,0.25868063633191773,0.0,0.004504222987244034,0.0013220518244315177
258,0.014013749338974087,0.2937426893492129,0.0015314471206075142,0.026748137340982518,0.014013749338974087
1340,0.0021152829190904283,0.26813162209125424,3.735709587651786e-05,0.007081966995683821,0.0021152829190904283
2996,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
1520,0.0007932310946589106,0.25382190666268895,0.0,0.0036464890679460665,0.0007932310946589106
1336,0.002908514013749339,0.2792671430087052,0.0001254186252685222,0.013501017100659598,0.002908514013749339
30,0.05684822845055526,0.3121056844750853,0.013638980217504336,0.08634050454781175,0.05684822845055526
178,0.015864621893178214,0.2946047368601423,0.00401124831558248,0.01960525837680609,0.015864621893178214
747,0.005288207297726071,0.27053164527262924,0.00024250182352813268,0.008515527067144863,0.005288207297726071
2962,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
2952,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
455,0.003966155473294554,0.26675750160222245,5.4514771823446525e-05,0.00729123326980958,0.003966155473294554
260,0.014806980433632998,0.29398847342146406,0.0014043729877532003,0.021769957762400247,0.014806980433632998
623,0.006874669487043892,0.3015258307640654,0.0010352197286381708,0.026612384061575872,0.006874669487043892
29,0.04019037546271814,0.331035660626854,0.0127418216661721,0.11254020086592355,0.04019037546271814
1510,0.0010576414595452142,0.2590859797569009,0.0,0.004631940927466298,0.0010576414595452142
2927,0.0005288207297726071,0.25382190666268895,0.0,0.0036464890679460665,0.0005288207297726071
